trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.015, 'e': 0.9998875021093592}",25,0,-86.58572331275329,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
2,False,"{'a': 0.015, 'e': 0.9995500337489875}",30,0,-245.6198053131865,"{0: 14, 1: 7, 2: 4, 3: 1, 4: 4}",0
3,False,"{'a': 0.015, 'e': 0.9989876708478425}",20,0,-150.78112469022088,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
4,False,"{'a': 0.015, 'e': 0.9982005399352042}",30,0,-228.17490709881415,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 5}",0
5,False,"{'a': 0.015, 'e': 0.9971888181122075}",20,0,-131.7248293076114,"{0: 10, 1: 3, 2: 3, 3: 3, 4: 1}",0
6,False,"{'a': 0.015, 'e': 0.9959527330119943}",30,0,-245.26912533634845,"{0: 11, 1: 3, 2: 10, 3: 5, 4: 1}",0
7,False,"{'a': 0.015, 'e': 0.9944925627484974}",25,1,-207.95279666272458,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 4}",1
8,False,"{'a': 0.015, 'e': 0.9928086358538663}",25,0,-105.82665686662779,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
9,False,"{'a': 0.015, 'e': 0.9909013312045479}",20,0,-165.3317081699189,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 4}",0
10,False,"{'a': 0.015, 'e': 0.9887710779360422}",30,0,-176.50641338129867,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
11,False,"{'a': 0.015, 'e': 0.9864183553463477}",25,0,-168.6514623255169,"{0: 13, 1: 5, 2: 3, 3: 2, 4: 2}",0
12,False,"{'a': 0.015, 'e': 0.9838436927881214}",20,0,-162.31819661451203,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
13,False,"{'a': 0.015, 'e': 0.9810476695495772}",25,0,-97.304224045057,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
14,False,"{'a': 0.015, 'e': 0.9780309147241483}",20,0,-109.60095311560633,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
15,False,"{'a': 0.015, 'e': 0.9747941070689433}",20,0,-118.1472965242192,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
16,False,"{'a': 0.015, 'e': 0.9713379748520296}",20,0,-160.202475816121,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
17,False,"{'a': 0.015, 'e': 0.9676632956885756}",30,0,-97.47357862966064,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
18,False,"{'a': 0.015, 'e': 0.9637708963658905}",25,0,-62.791766627133555,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
19,False,"{'a': 0.015, 'e': 0.9596616526574011}",20,0,-132.89567132912128,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
20,False,"{'a': 0.015, 'e': 0.955336489125606}",20,12,-7.405705591540692,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
21,False,"{'a': 0.015, 'e': 0.9507963789140532}",30,0,-137.85001868377708,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
22,False,"{'a': 0.015, 'e': 0.946042343528387}",20,0,-148.37676330730534,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
23,False,"{'a': 0.015, 'e': 0.941075452606513}",25,0,-121.26745061360337,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
24,False,"{'a': 0.015, 'e': 0.9358968236779348}",25,0,-95.17266391333867,"{0: 13, 1: 6, 2: 4, 3: 2, 4: 0}",1
25,False,"{'a': 0.015, 'e': 0.9305076219123143}",20,0,-100.4820866299579,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
26,False,"{'a': 0.015, 'e': 0.9249090598573131}",25,0,-61.473850558907706,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
27,False,"{'a': 0.015, 'e': 0.9191023971657747}",25,0,-114.45130718222178,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
28,False,"{'a': 0.015, 'e': 0.9130889403123083}",20,0,-59.72499506760765,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
29,False,"{'a': 0.015, 'e': 0.9068700422993367}",25,10,-47.71292891983039,"{0: 8, 1: 2, 2: 5, 3: 0, 4: 0}",1
30,False,"{'a': 0.015, 'e': 0.9004471023526769}",30,0,-127.81561453281387,"{0: 16, 1: 8, 2: 3, 3: 2, 4: 1}",0
31,False,"{'a': 0.015, 'e': 0.8938215656067205}",30,13,-103.77500330292496,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 2}",1
32,False,"{'a': 0.015, 'e': 0.8869949227792842}",20,0,-47.09221118384367,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
33,False,"{'a': 0.015, 'e': 0.8799687098362042}",30,0,-110.14565954708546,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
34,False,"{'a': 0.015, 'e': 0.8727445076457513}",20,0,-114.10349314074232,"{0: 10, 1: 5, 2: 2, 3: 2, 4: 1}",0
35,False,"{'a': 0.015, 'e': 0.8653239416229412}",30,0,-167.76116042216927,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
36,False,"{'a': 0.015, 'e': 0.8577086813638242}",30,15,-110.78988291650616,"{0: 6, 1: 2, 2: 5, 3: 1, 4: 1}",1
37,False,"{'a': 0.015, 'e': 0.8499004402698316}",25,0,-87.49089730665867,"{0: 15, 1: 6, 2: 2, 3: 1, 4: 1}",0
38,False,"{'a': 0.015, 'e': 0.8419009751622688}",20,0,-81.0857818218446,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
39,False,"{'a': 0.015, 'e': 0.8337120858870376}",20,0,-106.2713532796298,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
40,False,"{'a': 0.015, 'e': 0.8253356149096783}",20,1,-109.1281433529879,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 2}",1
41,False,"{'a': 0.015, 'e': 0.8167734469008229}",20,0,-38.9068504427315,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
42,False,"{'a': 0.015, 'e': 0.8080275083121519}",20,0,-63.8419372164717,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
43,False,"{'a': 0.015, 'e': 0.7990997669429512}",20,0,-167.43864704270095,"{0: 9, 1: 4, 2: 2, 3: 3, 4: 2}",0
44,False,"{'a': 0.015, 'e': 0.7899922314973652}",25,0,-51.74546999998257,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
45,False,"{'a': 0.015, 'e': 0.7807069511324469}",25,0,-64.16133386596621,"{0: 16, 1: 6, 2: 1, 3: 2, 4: 0}",0
46,False,"{'a': 0.015, 'e': 0.7712460149971067}",30,13,-45.456394135633516,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
47,False,"{'a': 0.015, 'e': 0.7616115517620617}",20,0,-20.178192637407292,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
48,False,"{'a': 0.015, 'e': 0.7518057291408949}",20,12,1.727959617106432,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.015, 'e': 0.7418307534023282}",25,0,-178.2550970985273,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
50,False,"{'a': 0.015, 'e': 0.7316888688738209}",30,0,-75.02719655175174,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
51,False,"{'a': 0.015, 'e': 0.7213823574366063}",35,23,-59.75520962814614,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
52,False,"{'a': 0.015, 'e': 0.7109135380122773}",30,10,-107.28810160551456,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",1
53,False,"{'a': 0.015, 'e': 0.7002847660410397}",20,8,-109.01356115047108,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 2}",1
54,False,"{'a': 0.015, 'e': 0.6894984329517471}",25,0,-72.84989497894817,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
55,False,"{'a': 0.015, 'e': 0.6785569656238399}",25,0,-141.93025873692363,"{0: 14, 1: 6, 2: 1, 3: 2, 4: 2}",0
56,False,"{'a': 0.015, 'e': 0.6674628258413081}",25,16,-16.636483966581253,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
57,False,"{'a': 0.015, 'e': 0.6562185097387998}",25,0,-89.13831743461152,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
58,False,"{'a': 0.015, 'e': 0.6448265472400012}",20,8,2.365109564773821,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
59,False,"{'a': 0.015, 'e': 0.6332895014884152}",25,0,-42.87938497146173,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
60,False,"{'a': 0.015, 'e': 0.6216099682706645}",20,0,-16.69760669467352,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
61,False,"{'a': 0.015, 'e': 0.6097905754324502}",35,26,-1.6139849793803775,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.015, 'e': 0.5978339822872983}",30,10,-56.91581256671089,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
63,False,"{'a': 0.015, 'e': 0.5857428790182249}",25,8,-16.3821360327158,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
64,False,"{'a': 0.015, 'e': 0.5735199860724567}",25,1,-33.86785383108115,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
65,False,"{'a': 0.015, 'e': 0.5611680535493414}",20,0,-3.786396955716843,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
66,False,"{'a': 0.015, 'e': 0.5486898605815875}",20,0,-10.440484220579648,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
67,False,"{'a': 0.015, 'e': 0.5360882147099709}",25,0,-93.72415546451009,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
68,False,"{'a': 0.015, 'e': 0.5233659512516495}",30,5,-80.31385161014946,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",1
69,False,"{'a': 0.015, 'e': 0.5105259326622302}",20,13,2.8756775276896747,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
70,False,"{'a': 0.015, 'e': 0.49757104789172696}",20,0,-57.98128340501208,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
71,False,"{'a': 0.015, 'e': 0.48450421173456026}",20,0,-21.73285600110352,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
72,False,"{'a': 0.015, 'e': 0.47132836417373997}",25,9,19.699003251601766,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.015, 'e': 0.45804646971938234}",30,0,-75.93648041616922,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
74,False,"{'a': 0.015, 'e': 0.44466151674170695}",30,6,-11.553524659675846,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 0}",1
75,False,"{'a': 0.015, 'e': 0.4311765167986662}",20,4,-18.090565874806252,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
76,False,"{'a': 0.015, 'e': 0.4175945039583582}",30,0,-157.22021185067885,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 4}",0
77,False,"{'a': 0.015, 'e': 0.40391853411637296}",25,16,-23.08587865380363,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
78,False,"{'a': 0.015, 'e': 0.3901516843082303}",20,0,4.550280388029485,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
